Afghanistan,0.307692308,0.206349206
Albania,0.102564103,0.174603175
Algeria,0.076923077,0.047619048
Andorra,0.025641026,0.015873016
Angola,0.230769231,0.111111111
Antigua & Barbuda,0.025641026,0.015873016
Argentina,0.230769231,0.079365079
Armenia,0.051282051,0.095238095
Australia,0.230769231,0.095238095
Austria,0.179487179,0.047619048
Azerbaijan,0.205128205,0.142857143
Bahamas,0.102564103,0.015873016
Bahrain,0.487179487,0.031746032
Bangladesh,0.230769231,0.507936508
Barbados,0.102564103,0.015873016
Belarus,0.128205128,0.26984127
Belgium,0.384615385,0.031746032
Belize,0.076923077,0.031746032
Benin,0.153846154,0.222222222
Bhutan,0.025641026,0.015873016
Bolivia,0.102564103,0.111111111
Bosnia & Herzegovina,0.179487179,0.095238095
Botswana,0.051282051,0.047619048
Brazil,0.282051282,0.396825397
Brunei Darussalem,0.179487179,0.015873016
Bulgaria,0.179487179,0.349206349
Burkina Faso,0.128205128,0.111111111
Burma,0.076923077,0.158730159
Burundi,0.051282051,0.111111111
Cambodia,0.076923077,0.206349206
Cameroon,0.076923077,0.158730159
Canada,0.179487179,0.031746032
Cape Verde,0.025641026,0.111111111
Central African Republic,0.205128205,0.111111111
Chad,0.076923077,0.111111111
Chile,0.256410256,0.047619048
China,0.641025641,1
Columbia,0.076923077,0.19047619
Comoros,0.025641026,0.015873016
Congo,0.256410256,0.063492063
Congo- Democratic Republic of,0.256410256,0.19047619
Costa Rica,0.102564103,0.015873016
Cote d'Ivoire,0.256410256,0.111111111
Croatia,0.179487179,0.063492063
Cuba,0.025641026,0.015873016
Cyprus,0.641025641,0.047619048
Czech Republic,0.41025641,0.095238095
Denmark,0.205128205,0.015873016
Djibouti,0.102564103,0.047619048
Dominica,0.025641026,0.015873016
Dominican Republic,0.051282051,0.206349206
Ecuador,0.153846154,0.111111111
Egypt,0.384615385,0.142857143
El Salvador,0.153846154,0.079365079
Equatorial Guinea,0.153846154,0.015873016
Eritrea,0.025641026,0.126984127
Estonia,0.025641026,0.222222222
Ethiopia,0.076923077,0.380952381
Fiji,0.051282051,0.031746032
Finland,0.384615385,0.015873016
France,0.384615385,0.111111111
Gabon,0.153846154,0.063492063
Gambia,0.256410256,0.079365079
Georgia,0.076923077,0.095238095
Germany,0.564102564,0.111111111
Ghana,0.153846154,0.349206349
Grenada,0.025641026,0.079365079
Greece,0.564102564,0.015873016
Guatamala,0.153846154,0.095238095
Guinea,0.333333333,0.253968254
Guinea-Bissau,0.076923077,0.095238095
Guyana,0.051282051,0.079365079
Haiti,0.025641026,0.095238095
Holy See (Vatican City),0.025641026,0.015873016
Honduras,0.025641026,0.095238095
Hungary,0.205128205,0.285714286
Iceland,0.102564103,0.015873016
India,0.230769231,0.476190476
Indonesia,0.615384615,0.412698413
Iran,0.179487179,0.095238095
Iraq,0.41025641,0.174603175
Ireland,0.153846154,0.031746032
Israel,0.461538462,0.031746032
Italy,0.743589744,0.349206349
Jamaica,0.025641026,0.111111111
Japan,0.333333333,0.063492063
Jordan,0.435897436,0.095238095
Kazakhstan,0.307692308,0.174603175
Kenya,0.230769231,0.253968254
Kiribati,0.025641026,0.015873016
Korea- North,0.051282051,0.126984127
Korea- South,0.461538462,0.126984127
Kosovo,0.153846154,0.063492063
Kuwait,0.435897436,0.015873016
Kyrgyzstan,0.128205128,0.26984127
Laos,0.102564103,0.047619048
Latvia,0.025641026,0.174603175
Lebanon,0.435897436,0.222222222
Lesotho,0.076923077,0.063492063
Liberia,0.128205128,0.126984127
Libya,0.307692308,0.031746032
Liechtenstein,0.025641026,0.015873016
Lithuania,0.102564103,0.206349206
Luxembourg,0.282051282,0.015873016
Macedonia,0.179487179,0.095238095
Madagascar,0.051282051,0.158730159
Malawi,0.128205128,0.158730159
Malaysia,0.487179487,0.142857143
Maldives,0.256410256,0.031746032
Mali,0.205128205,0.222222222
Malta,0.076923077,0.031746032
Marshall Islands,0.051282051,0.015873016
Mauritania,0.128205128,0.031746032
Mauritius,0.179487179,0.063492063
Mexico,0.179487179,0.047619048
Micronesia,0.025641026,0.031746032
Moldova,0.128205128,0.365079365
Monaco,0.025641026,0.015873016
Mongolia,0.076923077,0.19047619
Montenegro,0.153846154,0.031746032
Morocco,0.153846154,0.19047619
Mozambique,0.230769231,0.063492063
Namibia,0.128205128,0.031746032
Nauru,0.025641026,0.015873016
Nepal,0.076923077,0.285714286
Netherlands,0.538461538,0.031746032
New Zealand,0.205128205,0.015873016
Nicaragua,0.025641026,0.126984127
Niger,0.256410256,0.126984127
Nigeria,0.41025641,0.619047619
Norway,0.487179487,0.063492063
Oman,0.435897436,0.063492063
Pakistan,0.179487179,0.349206349
Palau,0.128205128,0.015873016
Panama,0.128205128,0.015873016
Papua New Guinea,0.128205128,0.031746032
Paraguay,0.051282051,0.19047619
Peru,0.102564103,0.111111111
Phillipines,0.102564103,0.507936508
